CO_TAZID,CO_IDX,TOTHH,HHPOP,HHSize,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,USTM_SF,USTM_MF,USTM_RV,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,SUBAREAID,CO_FIPS,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME
51121,121,1,3,3,212,0,88,124,212,0,0,3,85,78,11,0,35,0,0,0,0,0,0,0,0,0,0,0,112188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51122,122,3,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,137,Balance of WASATCH,Balance of WASATCH
51123,123,113,302,2.67,8,0,5,3,27,0,0,0,5,3,0,0,0,0,0,6,13,0,0,0,0,0,0,0,114000,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51124,124,38,102,2.68,184,61,0,123,188,61,0,0,0,95,0,0,28,0,0,0,4,0,0,0,0,0,0,0,114000,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51125,125,43,116,2.7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,114000,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51126,126,52,138,2.65,899,0,212,687,918,0,0,95,117,68,17,152,450,0,0,13,6,0,0,0,0,0,0,0,114000,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51127,127,0,0,0,191,0,0,191,191,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,112188,496,674,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51128,128,279,747,2.68,573,493,0,80,637,308,185,0,0,3,18,9,50,0,0,33,31,0,0,0,0,0,0,15,114000,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51129,129,17,43,2.53,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,137,Balance of WASATCH,Balance of WASATCH
51130,130,3,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51131,131,2,6,3,312,0,240,72,324,0,0,240,0,72,0,0,0,0,0,12,0,0,0,0,0,0,0,0,114000,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51132,132,341,1063,3.12,140,12,4,124,247,0,12,4,0,41,0,16,67,0,0,69,38,8,0,0,8,0,0,0,112188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51133,133,0,0,0,631,567,24,40,631,442,125,24,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,114000,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51134,134,179,479,2.68,40,1,0,39,61,1,0,0,0,7,0,0,32,0,0,1,20,0,0,0,0,0,0,0,114000,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51135,135,4,11,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51136,136,12,29,2.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51137,137,6,21,3.5,11,0,0,11,13,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,112188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51138,138,13,32,2.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,137,Balance of WASATCH,Balance of WASATCH
51139,139,3,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,164,Heber,Heber
51140,140,21,53,2.52,101,0,0,101,103,0,0,0,0,0,0,97,4,0,0,0,2,5,0,0,5,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51141,141,30,77,2.57,1,0,1,0,7,0,0,0,1,0,0,0,0,0,0,3,3,7,0,0,7,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51142,142,1,3,3,119,19,35,65,143,19,0,28,7,65,0,0,0,0,0,24,0,0,0,0,0,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51143,143,8,21,2.63,28,0,0,28,29,0,0,0,0,0,0,0,28,0,0,0,1,2,0,0,2,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51144,144,14,35,2.5,14,0,0,14,16,0,0,0,0,0,0,0,14,0,0,0,2,3,0,0,3,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51145,145,20,51,2.55,44,0,0,44,46,0,0,0,0,0,44,0,0,0,0,0,2,5,0,0,5,0,0,0,137188,278,52,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51146,146,3,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51147,147,13,32,2.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51148,148,28,72,2.57,24,0,24,0,27,0,0,24,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51149,149,27,69,2.56,19,0,1,18,22,0,0,0,1,3,15,0,0,0,0,0,3,6,0,0,6,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51150,150,7,19,2.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51151,151,26,67,2.58,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,137188,0,0,0,4,51,WASATCH,4,Heber Valley,15,Heber West,166,Charleston,Charleston
51152,152,6,17,2.83,161,0,0,161,169,0,0,0,0,27,77,39,18,0,0,7,1,2,0,0,2,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51153,153,3,9,3,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51154,154,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51155,155,3,7,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51156,156,256,702,2.74,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29,94,0,0,94,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51157,157,1,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129934,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51159,159,87,239,2.75,27,0,0,27,37,0,0,0,0,27,0,0,0,0,0,0,10,32,0,0,32,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51160,160,32,86,2.69,96,0,0,96,177,0,0,0,0,24,0,72,0,28,0,49,4,11,0,0,11,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51161,161,162,445,2.75,126,0,9,117,223,0,0,8,1,24,0,1,92,0,0,79,18,60,0,0,60,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51162,162,70,193,2.76,22,0,4,18,30,0,0,0,4,0,0,0,18,0,0,0,8,26,0,0,26,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51164,164,16,37,2.31,39,0,0,39,41,0,0,0,0,0,0,0,39,0,0,0,2,22,0,0,22,0,0,0,100222,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51165,165,23,63,2.74,81,0,0,81,84,0,0,0,0,27,0,1,53,0,0,0,3,9,0,0,9,0,0,0,111643,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51166,166,3,9,3,431,283,2,146,434,260,23,0,2,17,83,4,42,0,0,3,0,1,0,0,1,0,0,0,115263,574,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51167,167,90,248,2.76,659,1,0,658,669,1,0,0,0,3,0,3,652,0,0,0,10,33,0,0,33,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51168,168,116,318,2.74,55,0,6,49,95,0,0,0,6,27,11,11,0,0,0,27,13,43,0,0,43,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51169,169,17,47,2.76,211,102,0,109,237,28,74,0,0,0,0,20,89,0,0,24,2,0,0,0,0,0,0,0,93542,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51170,170,47,134,2.85,286,0,50,236,291,0,0,0,50,7,225,0,4,0,0,0,5,0,0,0,0,0,0,0,93542,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51171,171,61,173,2.84,9,2,0,7,40,0,2,0,0,7,0,0,0,0,0,24,7,0,0,0,0,0,0,0,93542,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51172,172,74,202,2.73,27,0,0,27,36,0,0,0,0,27,0,0,0,0,0,1,8,27,0,0,27,0,0,0,115263,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51173,173,285,954,3.35,21,0,1,20,70,0,0,0,1,7,2,0,11,0,0,17,32,0,0,0,0,0,0,0,110313,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51174,174,218,729,3.34,24,0,4,20,48,0,0,0,4,17,3,0,0,0,0,0,24,0,0,0,0,0,0,0,110313,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51175,175,8,24,3,275,17,0,258,325,17,0,0,0,27,0,43,188,0,0,49,1,0,0,0,0,0,0,0,87718,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51176,176,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51177,177,62,176,2.84,133,22,28,83,160,0,22,8,20,55,0,0,28,0,0,20,7,0,0,0,0,0,0,0,78497,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51178,178,57,161,2.82,1,0,1,0,8,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,80544,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51179,179,5,10,2,262,120,0,142,263,20,100,0,0,85,0,0,57,0,0,0,1,0,0,0,0,0,0,14,61510,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51180,180,89,170,1.91,2,0,2,0,19,0,0,0,2,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,61510,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51181,181,74,140,1.89,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,61510,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51182,182,270,1007,3.73,198,4,16,178,296,4,0,3,13,34,39,16,89,0,0,68,30,0,0,0,0,0,0,0,125893,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51183,183,100,266,2.66,14,0,0,14,29,0,0,0,0,7,0,0,7,0,0,4,11,1,0,0,1,0,0,0,118542,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51184,184,49,132,2.69,6,0,0,6,12,0,0,0,0,0,2,0,4,0,0,0,6,1,0,0,1,0,0,0,118542,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51185,185,139,369,2.65,54,3,3,48,89,3,0,3,0,27,0,0,21,0,0,20,15,2,0,0,2,0,0,0,118256,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51186,186,16,30,1.88,150,51,0,99,159,0,51,0,0,14,54,20,11,0,0,7,2,0,0,0,0,0,0,24,61510,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51187,187,87,166,1.91,13,0,0,13,23,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,61510,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51188,188,99,187,1.89,3,0,0,3,15,0,0,0,0,3,0,0,0,0,0,1,11,0,0,0,0,0,0,0,61510,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51189,189,23,54,2.35,38,0,0,38,42,0,0,0,0,7,26,1,4,0,0,1,3,31,0,0,31,0,0,0,91073,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51190,190,22,60,2.73,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51191,191,66,182,2.76,4,0,0,4,11,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51192,192,36,96,2.67,130,6,2,122,147,6,0,0,2,0,118,0,4,0,0,13,4,1,0,0,1,0,0,0,118542,0,1033,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51193,193,18,49,2.72,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51194,194,3,10,3.33,1084,317,11,756,1084,195,122,0,11,65,277,14,400,0,0,0,0,0,0,0,0,0,0,0,80280,0,0,2619,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51195,195,361,1008,2.79,188,3,0,185,234,3,0,0,0,24,0,104,57,0,0,6,40,0,0,0,0,0,0,0,80280,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51196,196,134,355,2.65,37,1,1,35,52,1,0,1,0,10,18,0,7,0,0,0,15,2,0,0,2,0,0,0,118542,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51197,197,138,366,2.65,17,0,0,17,32,0,0,0,0,17,0,0,0,0,0,0,15,2,0,0,2,0,0,0,118152,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51198,198,30,83,2.77,10,0,0,10,17,0,0,0,0,3,0,0,7,0,0,4,3,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51199,199,12,31,2.58,85,0,0,85,86,0,0,0,0,0,85,0,0,0,0,0,1,0,0,0,0,0,0,0,118542,706,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51200,200,13,34,2.62,37,0,0,37,38,0,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51201,201,72,208,2.89,4,0,0,4,147,0,0,0,0,0,0,0,4,0,0,135,8,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51202,202,1,0,0,1095,83,21,991,1104,39,44,0,21,245,160,522,64,0,0,9,0,0,0,0,0,0,0,82,80280,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51203,203,75,217,2.89,7,0,0,7,28,0,0,0,0,0,0,0,7,0,0,13,8,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51204,204,7,20,2.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51205,205,103,284,2.76,42,0,22,20,54,0,0,0,22,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51206,206,32,92,2.88,74,0,3,71,78,0,0,3,0,0,0,0,71,0,0,0,4,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51207,207,60,175,2.92,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,111,7,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51208,208,97,266,2.74,46,0,0,46,67,0,0,0,0,0,0,0,46,0,0,10,11,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51209,209,231,732,3.17,31,0,0,31,57,0,0,0,0,3,0,0,28,0,0,0,26,0,0,0,0,0,0,0,80280,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51210,210,20,58,2.9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51211,211,41,120,2.93,11,0,1,10,16,0,0,0,1,0,6,0,4,0,0,0,5,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51212,212,63,173,2.75,3,0,0,3,19,0,0,0,0,3,0,0,0,0,0,9,7,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51213,213,56,153,2.73,31,0,0,31,46,0,0,0,0,31,0,0,0,0,0,9,6,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51214,214,151,479,3.17,59,3,52,4,76,3,0,9,43,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,80280,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51215,215,23,67,2.91,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51216,216,19,55,2.89,26,0,0,26,28,0,0,0,0,3,5,0,18,0,0,0,2,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51217,217,11,29,2.64,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51218,218,5,15,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51219,219,30,89,2.97,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,137,Balance of WASATCH,Balance of WASATCH
51220,220,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51221,221,126,367,2.91,202,0,28,174,323,0,0,17,11,3,0,8,163,62,0,45,14,0,0,0,0,0,0,0,90372,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,164,Heber,Heber
51222,222,27,79,2.93,10,0,0,10,19,0,0,0,0,10,0,0,0,6,0,0,3,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51225,225,6,17,2.83,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,86206,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51226,226,7,21,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51227,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51228,228,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51229,229,9,27,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,173,Daniel,Daniel
51230,230,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,87266,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51231,231,5,15,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,90444,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,173,Daniel,Daniel
51232,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117525,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,0,0,0,4,51,WASATCH,4,Heber Valley,16,Heber East,174,Independence,Independence
51234,234,0,0,0,22,0,8,14,394,0,0,8,0,0,0,0,14,352,0,20,0,0,0,0,0,0,0,0,114000,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,164,Heber,Heber
51235,235,136,481,3.54,39,0,0,39,77,0,0,0,0,3,0,1,35,0,0,23,15,1,0,0,1,0,0,0,84764,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,164,Heber,Heber
51236,236,0,0,0,953,29,37,887,1640,29,0,33,4,0,0,0,887,0,0,687,0,0,0,0,0,0,0,0,115000,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,164,Heber,Heber
51237,237,0,0,0,21,0,21,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,164,Heber,Heber
51238,238,38,134,3.53,223,29,18,176,231,29,0,0,18,65,76,0,35,0,0,4,4,0,0,0,0,0,0,0,84764,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,164,Heber,Heber
51239,239,424,1487,3.51,178,1,4,173,250,1,0,4,0,24,3,1,145,0,0,17,55,4,0,0,4,0,0,0,84764,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,164,Heber,Heber
51240,240,114,402,3.53,106,0,0,106,129,0,0,0,0,3,50,0,53,0,0,10,13,1,0,0,1,0,0,0,84764,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,164,Heber,Heber
51241,241,40,121,3.03,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,24,4,2,0,0,2,0,0,0,115000,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,173,Daniel,Daniel
51242,242,44,157,3.57,100,0,3,97,105,0,0,3,0,0,97,0,0,0,0,0,5,0,0,0,0,0,0,0,84764,537,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,173,Daniel,Daniel
51243,243,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,115073,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,166,Charleston,Charleston
51244,244,29,90,3.1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,3,1,0,0,1,0,0,0,115000,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,173,Daniel,Daniel
51245,245,6,19,3.17,3,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,115000,0,0,0,4,51,WASATCH,4,Heber Valley,17,Daniel,173,Daniel,Daniel
