;CO_TAZID,CO_IDX,TOTHH,HHPOP,HHSize,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,USTM_SF,USTM_MF,USTM_RV,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,SUBAREAID,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME
43118,118,197,737,3.74,162,33,8,121,214,5,28,4,4,27,0,0,94,0,3,16,33,7,0,0,7,0,0,0,188958,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43119,119,104,391,3.76,99,0,5,94,131,0,0,0,5,11,0,5,78,0,0,15,17,4,0,0,4,0,0,0,188958,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43122,122,168,410,2.44,52,0,3,49,80,0,0,0,3,29,0,1,19,0,0,0,28,241,0,0,241,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43123,123,88,215,2.44,902,3,3,896,988,3,0,0,3,11,0,0,885,0,3,68,15,125,0,0,125,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43124,124,32,78,2.44,12,0,1,11,17,0,0,0,1,0,0,0,11,0,0,0,5,46,0,0,46,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43125,125,108,407,3.77,708,0,3,705,729,0,0,0,3,19,0,0,686,0,3,0,18,4,0,0,4,0,0,0,188958,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43126,126,26,96,3.69,115,0,0,115,119,0,0,0,0,3,112,0,0,0,0,0,4,1,0,0,1,0,0,0,188958,360,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43127,127,201,753,3.75,111,0,1,110,162,0,0,0,1,59,0,0,51,0,0,18,33,7,0,0,7,0,0,0,188958,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43128,128,0,0,0,414,135,154,125,545,48,87,89,65,83,33,4,5,0,0,131,0,0,0,0,0,0,0,0,140668,55,57,47,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43129,129,95,355,3.74,13,0,0,13,40,0,0,0,0,13,0,0,0,0,0,11,16,3,0,0,3,0,0,0,188958,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43132,132,19,47,2.47,38,0,0,38,75,0,0,0,0,27,0,0,11,0,0,34,3,27,0,0,27,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43133,133,47,114,2.43,3,0,0,3,11,0,0,0,0,3,0,0,0,0,0,0,8,68,0,0,68,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188828,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43135,135,0,0,0,1181,0,16,1165,1181,0,0,16,0,43,0,835,287,0,0,0,0,0,0,0,0,0,0,0,186750,0,0,0,43,4,SUMMIT,1,Snyderville Basin,4,Park City,136,Park City,Park City
43136,136,0,0,0,136,0,0,136,136,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,63783,0,0,0,43,4,SUMMIT,1,Snyderville Basin,4,Park City,136,Park City,Park City
43137,137,0,0,0,236,0,99,137,236,0,0,80,19,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43138,138,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43139,139,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,43,4,SUMMIT,1,Snyderville Basin,4,Park City,136,Park City,Park City
43140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144606,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43142,142,50,130,2.6,7,0,1,6,20,0,0,0,1,3,0,0,3,0,0,5,8,93,0,0,93,0,0,0,55000,0,0,0,43,4,SUMMIT,1,Snyderville Basin,4,Park City,136,Park City,Park City
43143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43144,144,1,3,3,88,0,0,88,166,0,0,0,0,0,0,0,88,0,78,0,0,1,0,0,1,0,0,0,140668,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43145,145,12,29,2.42,4,0,4,0,16,0,0,0,4,0,0,0,0,0,0,10,2,18,0,0,18,0,0,0,125881,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43146,146,63,237,3.76,88,0,7,81,523,0,0,7,0,3,0,0,78,422,0,3,10,2,0,0,2,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43147,147,36,137,3.81,18,0,0,18,127,0,0,0,0,16,2,0,0,100,0,3,6,1,0,0,1,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43148,148,38,137,3.61,1,0,0,1,8,0,0,0,0,0,0,1,0,0,0,1,6,4,0,0,4,0,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43149,149,28,99,3.54,1,0,1,0,49,0,0,1,0,0,0,0,0,0,0,43,5,3,0,0,3,0,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43150,150,56,202,3.61,21,0,0,21,45,0,0,0,0,0,0,0,21,0,0,15,9,5,0,0,5,0,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,127,Oakley,Oakley
43151,151,56,202,3.61,216,0,0,216,331,0,0,0,0,3,26,187,0,0,0,106,9,5,0,0,5,0,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,127,Oakley,Oakley
43152,152,80,286,3.58,34,31,0,3,63,0,31,0,0,0,0,3,0,0,0,16,13,8,0,0,8,0,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,127,Oakley,Oakley
43153,153,134,480,3.58,8,1,4,3,33,0,1,0,4,0,0,0,3,0,0,3,22,13,0,0,13,0,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,127,Oakley,Oakley
43154,154,33,114,3.45,3,0,0,3,27,0,0,0,0,0,0,0,3,0,0,19,5,21,0,0,21,0,0,0,87083,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,127,Oakley,Oakley
43155,155,33,114,3.45,4,0,4,0,9,0,0,0,4,0,0,0,0,0,0,0,5,21,0,0,21,0,0,0,87083,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,127,Oakley,Oakley
43156,156,86,309,3.59,34,1,4,29,58,1,0,1,3,0,0,29,0,0,0,10,14,8,0,0,8,0,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,127,Oakley,Oakley
43157,157,41,143,3.49,32,11,0,21,42,11,0,0,0,0,0,0,21,0,0,3,7,26,0,0,26,0,0,0,88558,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43158,158,70,251,3.59,6,0,0,6,46,0,0,0,0,3,0,0,3,0,0,28,12,7,0,0,7,0,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43159,159,62,213,3.44,9,3,3,3,37,3,0,2,1,3,0,0,0,0,0,18,10,38,0,0,38,0,0,0,87083,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43160,160,15,56,3.73,32,0,27,5,55,0,0,22,5,0,0,0,5,0,0,21,2,0,0,0,0,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43161,161,41,143,3.49,98,0,1,97,105,0,0,1,0,3,0,0,94,0,0,0,7,26,0,0,26,0,0,0,87083,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43162,162,0,0,0,61,58,0,3,61,58,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43163,163,186,703,3.78,520,244,11,265,589,183,61,0,11,205,0,41,19,0,0,38,31,6,0,0,6,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43164,164,85,293,3.45,130,62,0,68,144,44,18,0,0,5,39,0,24,0,0,0,14,53,0,0,53,0,0,0,87083,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43165,165,15,56,3.73,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43166,166,22,84,3.82,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43167,167,14,52,3.71,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43169,169,22,84,3.82,122,44,45,33,227,44,0,0,45,5,0,4,24,0,0,101,4,1,0,0,1,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43170,170,13,42,3.23,389,0,13,376,391,0,0,0,13,8,242,0,126,0,0,0,2,2,0,0,2,0,0,0,113250,450,476,488,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43171,171,110,361,3.28,614,0,199,415,640,0,0,198,1,5,61,0,349,0,0,8,18,16,0,0,16,0,0,0,113250,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43172,172,72,238,3.31,175,102,0,73,254,34,68,0,0,5,55,0,13,0,0,67,12,11,0,0,11,0,0,0,113250,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43173,173,11,33,3,5,0,0,5,7,0,0,0,0,5,0,0,0,0,0,0,2,10,0,0,10,0,0,0,93264,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,142,Kamas,Kamas
43174,174,26,84,3.23,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,24,4,4,0,0,4,0,0,0,113250,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43175,175,352,1329,3.78,121,0,31,90,259,0,0,31,0,11,0,7,72,0,0,80,58,12,0,0,12,0,0,0,120952,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,149,Francis,Francis
43176,176,79,259,3.28,94,0,0,94,150,0,0,0,0,11,0,0,83,0,0,43,13,12,0,0,12,0,0,0,111961,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,149,Francis,Francis
43177,177,49,152,3.1,12,0,1,11,35,0,0,1,0,11,0,0,0,0,0,15,8,52,0,0,52,0,0,0,93264,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43178,178,43,132,3.07,40,21,0,19,51,0,21,0,0,0,0,0,19,0,0,4,7,45,0,0,45,0,0,0,93264,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43179,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,113250,0,0,0,43,4,SUMMIT,2,Eastern Summit,13,South Summit,137,Summit County,Balance of Summit County
43180,180,11,35,3.18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,113250,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,149,Francis,Francis
43181,181,41,137,3.34,74,0,0,74,81,0,0,0,0,0,74,0,0,0,0,0,7,6,0,0,6,0,0,0,113250,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,149,Francis,Francis
43182,182,43,132,3.07,4,4,0,0,22,4,0,0,0,0,0,0,0,0,0,11,7,45,0,0,45,0,0,0,93264,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,149,Francis,Francis
43183,183,34,105,3.09,11,0,0,11,26,0,0,0,0,0,0,0,11,0,0,9,6,35,0,0,35,0,0,0,93264,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43184,184,3,11,3.67,11,0,0,11,12,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,113250,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43185,185,29,89,3.07,31,12,0,19,46,0,12,0,0,0,0,0,19,0,0,10,5,30,6,0,30,0,6,0,93264,0,0,0,43,4,SUMMIT,2,Eastern Summit,6,South Summit,79,Summit County,Balance of Summit County
43186,186,5,16,3.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97917,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43187,187,6,19,3.17,8,0,0,8,9,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,97917,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43188,188,21,64,3.05,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,0,0,78214,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43189,189,34,100,2.94,10,9,0,1,16,9,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,97917,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43190,190,69,203,2.94,24,0,5,19,35,0,0,0,5,3,0,3,13,0,0,0,11,0,0,0,0,0,0,0,97917,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,104,Henefer,Henefer
43191,191,39,118,3.03,26,22,4,0,47,0,22,4,0,0,0,0,0,0,0,14,7,3,0,0,3,0,0,0,78214,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,104,Henefer,Henefer
43192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78214,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43193,193,5,16,3.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97917,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43194,194,192,567,2.95,46,0,6,40,86,0,0,0,6,13,24,0,3,0,0,8,32,0,0,0,0,0,0,0,97917,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,104,Henefer,Henefer
43195,195,6,19,3.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97917,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43196,196,22,67,3.05,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,24,4,6,0,0,6,0,0,0,78214,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78214,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78214,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78214,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43200,200,3,10,3.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,78214,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43201,201,98,293,2.99,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,135,0,0,22,113,0,0,81543,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43202,202,366,1095,2.99,723,125,31,567,952,71,54,0,31,0,404,16,147,0,0,168,61,84,0,0,84,0,0,0,78214,0,323,370,43,4,SUMMIT,2,Eastern Summit,7,North Summit,113,Coalville,Coalville
43203,203,23,70,3.04,6,0,1,5,13,0,0,1,0,0,0,0,5,0,0,3,4,3,0,0,3,0,0,0,78214,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43204,204,6,24,4,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,85,1,0,0,0,0,0,0,303,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43205,205,1,4,4,38,38,0,0,38,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,113,Coalville,Coalville
43206,206,308,1105,3.59,303,66,65,172,358,54,12,50,15,8,88,33,43,0,0,4,51,0,0,0,0,0,0,0,85000,348,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,113,Coalville,Coalville
43207,207,15,53,3.53,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,85000,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,113,Coalville,Coalville
43208,208,49,139,2.84,25,0,9,16,39,0,0,0,9,13,0,0,3,0,0,6,8,13,0,0,13,0,0,0,88828,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43209,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93533,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43210,210,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43211,211,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109285,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43212,212,5,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43213,213,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43214,214,7,21,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,2,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43215,215,30,112,3.73,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43216,216,45,160,3.56,3,0,0,3,10,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,85000,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43217,217,14,39,2.79,48,0,0,48,50,0,0,0,0,0,0,0,48,0,0,0,2,4,0,0,4,0,0,0,92964,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43218,218,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43219,219,10,36,3.6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43220,220,30,112,3.73,4,0,4,0,32,0,0,0,4,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43221,221,30,85,2.83,80,0,77,3,185,0,0,73,4,3,0,0,0,100,0,0,5,8,0,0,8,0,0,0,109335,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43222,222,12,33,2.75,8,0,0,8,28,0,0,0,0,8,0,0,0,0,0,18,2,3,0,0,3,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43223,223,7,21,3,3,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43224,224,14,52,3.71,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43225,225,10,36,3.6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43226,226,24,92,3.83,63,63,0,0,86,0,63,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43227,227,45,167,3.71,13,0,0,13,60,0,0,0,0,5,0,0,8,0,0,40,7,0,0,0,0,0,0,0,81316,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43228,228,21,61,2.9,73,0,0,73,112,0,0,0,0,5,52,0,16,0,0,35,4,6,0,0,6,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43229,229,4,12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43230,230,9,24,2.67,20,0,20,0,21,0,0,20,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43231,231,319,831,2.61,299,225,4,70,558,1,224,0,4,67,0,0,3,201,0,5,53,547,0,0,230,317,0,0,167778,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43232,232,29,70,2.41,1,0,0,1,84,0,0,0,0,0,0,1,0,60,0,18,5,24,0,0,24,0,0,0,140668,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43233,233,7,18,2.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,12,0,0,0,140668,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43234,234,2,5,2.5,7,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,2,0,0,0,140668,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43235,235,17,29,1.71,3,0,0,3,10,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,115346,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43236,236,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22500,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43237,237,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43238,238,5,13,2.6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,8,0,0,0,140668,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
