stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
12154,627040,3500 W / 4800 S (NB),4830 S 3500 W & 4800 S,41.175569,-112.064339,,,,,,1
12167,628069,1900 W / 4000 S (NB),3992 S 1900 W & 4000 S,41.191295,-112.025711,,,,,,0
12168,622030,1900 W / 3775 S (NB),3776 S 1900 W & 3775 S,41.194733,-112.025709,,,,,,0
12169,622031,Hinckley Dr / 1325 W (EB),1375 W Hinkley Dr & 1375 W,41.203072,-112.011593,,,,,,0
12170,622029,1900 W / 3775 S (SB),3781 S 1900 W & Hinkley Dr,41.194379,-112.025989,,,,,,0
12171,628165,1900 W / 4000 S (SB),3989 S 1900 W & 4000 S,41.191443,-112.025981,,,,,,1
12183,627059,3500 W / 4800 S (SB),4825 S 3500 W & 4825 S,41.175441,-112.064632,,,,,,0
12184,627005,3500 W / 5000 S (SB),4996 S 3500 W & 5000 S,41.172605,-112.064602,,,,,,0
12186,627060,5600 S / 3400 W (EB),3405 W 5600 S & 3400 W,41.161499,-112.061867,,,,,,1
12187,627014,5600 S / 2700 W (EB),2731 W 5600 S & 2700 W,41.161584,-112.046424,,,,,,1
12188,628166,5600 S / 2200 W (EB),2195  & 2200 W,41.161524,-112.033547,,,,,,1
12229,112097,500 W / 2600 S (NB),2554 S 500 W & 2600 S,40.862215,-111.892167,,,,,,0
12230,112098,500 W / 2350 S (NB),2299 S 500 W & 2350 S,40.864479,-111.892172,,,,,,0
12231,112099,Main St / 2050 S (NB),2065 S Main St & 2350 S,40.867746,-111.891272,,,,,,0
12232,112100,Main St / 2000 S (NB),1982 S Main St,40.86865,-111.890586,,,,,,1
12234,112110,Main St / 1800 S (NB),1795 S Main St & 1800 S,40.871406,-111.888323,,,,,,0
12236,109219,Main St / 1500 S (NB),1547 S Main St & 1500 S,40.873956,-111.886291,,,,,,0
12237,109165,Main St / 1200 S (NB),1199 S Main St & 1200 S,40.877669,-111.883271,,,,,,0
12238,109166,Main St / 1000 S (NB),999 S Main St & 1000 S,40.879417,-111.881829,,,,,,0
12239,109167,Main St / 800 S (NB),751 S Main St & 700 S,40.880903,-111.880692,,,,,,0
12240,109168,Main St / 700 S (NB),601 S Main St & 600 S,40.882202,-111.880591,,,,,,0
12241,109169,Main St / 500 S (NB),459 S Main St & W 500 S,40.884576,-111.880582,,,,,,1
12242,109170,Main St / 300 S (NB),311 S Main St & E 300 S,40.886125,-111.880592,,,,,,1
12243,109172,Main St / 300 N (NB),302 N Main St & 300 N,40.892713,-111.880624,,,,,,1
12245,109174,Main St / 800 N (NB),824 N Main St & 550 N,40.897913,-111.878936,,,,,,0
12247,109176,Main St / 1100 N (NB),1166 N Main St,40.901319,-111.878938,,,,,,0
12248,109178,Main St / 1200 S (NB) (Centerville),1191 S Main St & 1200 S,40.904475,-111.878867,,,,,,0
12249,109179,Main St / Pages Ln (NB),979 S Main St & Pages Lane,40.906989,-111.878908,,,,,,1
12250,109180,Main St / 850 S (NB),819 S Main St & 820 S,40.908179,-111.878921,,,,,,0
12251,109181,Main St / 550 S (NB),575 S Main St & 820 S,40.910619,-111.878911,,,,,,0
12252,109182,Main St / Porter Ln (NB),401 S Main St & 820 S,40.913343,-111.878909,,,,,,1
12253,109183,Main St / 200 S (NB),209 S Main St & E 200 S,40.915206,-111.878902,,,,,,0
12254,109184,Main St / Centerville Center St (NB,75 S Main St & Center St,40.916948,-111.878896,,,,,,1
12255,109185,Main St / 100 N (NB),98 N Main St & Center St,40.918359,-111.878894,,,,,,1
12256,107049,200 E / 1600 S (NB),1553 S 200 E & E 1600 S,40.954609,-111.88328,,,,,,0
12258,104050,Main St / Haight Creek Dr (NB),1041 S Main St,41.016507,-111.918419,,,,,,1
12260,104060,Main St / Woodland Valley Dr (NB),917 S Main St & Woodland Valley Dr,41.020031,-111.922716,,,,,,0
12262,104053,Main St / Calder Ln (NB),627 S Main St & E 650 S,41.024426,-111.928046,,,,,,1
12263,104055,Main St / 300 S (NB),325 S Main St & 550 S,41.029206,-111.933512,,,,,,1
12264,104056,Main St / 200 S (NB),211 S Main St,41.031034,-111.935656,,,,,,1
12265,104057,500 E / 200 S (NB),183 S 500 E & 200 S,41.031765,-111.927118,,,,,,0
12267,102033,Main St / 300 N (NB),290 N Main St & Center St,41.039777,-111.940301,,,,,,0
12268,101036,Main St / 300 W (WB),450 N Main St & 300 W,41.040928,-111.942801,,,,,,1
12270,111059,800 W / 2250 S (NB),2252 S 800 W & 2250 S,40.866692,-111.901972,,,,,,0
12272,111061,800 W / 1975 S (NB),1975 S 800 W & 1925 S,40.870301,-111.901963,,,,,,0
12274,108025,800 W / 1500 S (NB),1415 S 800 W & 1500 S,40.875224,-111.901936,,,,,,0
12277,108027,800 W / 1175 5 (NB),1245 S 800 W & 1300 S,40.877207,-111.90189,,,,,,0
12310,126618,1300 E / Wilmington Ave (NB),2185 S 1300 E & E WILMINGTON AVE,40.723098,-111.853472,,,,,,1
12322,108040,800 W / 1175 S (SB),1134 S 800 W & 1175 S,40.878125,-111.902073,,,,,,0
12324,108045,800 W / 1500 S (SB),1498 S 800 W & 1500 S,40.874251,-111.902092,,,,,,0
12326,111064,800 W / 1975 S (SB),1965 S 800 W & 1975 S,40.870293,-111.902118,,,,,,0
12340,109246,Medical Dr / 450 S (SB),424 S Medical lDr,40.885197,-111.867533,,,,,,1
12341,109097,500 S / Larsen Dr (EB),424 E 500 S & 750 N,40.884244,-111.869644,,,,,,0
12372,608001,US-89 / 300 S (SB),420 S Us Hwy 89 & 500 S,41.401836,-112.035702,,,,,,0
12373,608005,US-89 / 7720 S (SB),7720 S Us Hwy 89 & 7800 S,41.369316,-112.034905,,,,,,0
12374,608004,US-89 / 7425 S (SB),7430 S Us Hwy 89 & 600 S,41.374673,-112.033454,,,,,,0
12376,109187,Main St / Bonita Way (NB),598 N Main St & Bonita Way,40.924737,-111.878877,,,,,,0
12377,109188,Main St / Pheasantbrook Dr (NB),846 N Main St & Bonita Way,40.926715,-111.878854,,,,,,0
12378,107086,Main St / Chase Ln (NB),970 N Main St & Chase Ln,40.928736,-111.878861,,,,,,1
12387,107087,Main St / Chase Ln (SB),969 N MAIN ST & 1000 N,40.92871,-111.87905,,,,,,1
12388,109222,Main St / Pheasantbrook Dr (SB),789 N Main St & 1500 S,40.926377,-111.879008,,,,,,0
12389,109223,Main St / Bonita Way (SB),611 N Main St & 1500 S,40.924591,-111.879056,,,,,,1
12460,101080,Main St / Mutton Hollow Rd (NB),612 N Main St & Mutton Hollow,41.044737,-111.950506,,,,,,1
12462,101082,Main St / Rosewood Way (NB),780 N Main St & Mutton Hollow Rd,41.048847,-111.956124,,,,,,0
12464,101084,Layton Pkwy / Flint St (EB),251 W Layton Pkwy & Flint St,41.05301,-111.970813,,,,,,0
12465,101085,Layton Pkwy / Flint St (WB),368 W Layton Pkwy & Flint St,41.052616,-111.972969,,,,,,0
12466,101086,Fort Ln / Elm St (NB),203 S Fort Ln & Elm St,41.057423,-111.957544,,,,,,1
12467,101089,Gentile St / Wasatch Dr (WB),223 E Gentile St & Wasatch Ave,41.060191,-111.961531,,,,,,1
12468,101091,Gentile St / Main St (WB),51 E Gentile St & Wasatch Ave,41.060233,-111.964381,,,,,,1
12469,101092,Main St / Church St (NB),172 N Main St & Church Dr,41.062696,-111.968367,,,,,,0
12470,101093,Marshall Way / 450 N (NB),422 N Marshall Way & 450 N,41.06654,-111.990354,,,,,,0
12471,101094,Angel St / 75 S (SB),98 S Angel St & 75 S,41.058644,-111.988022,,,,,,1
12472,101095,Main St / 550 N (NB),570 N Main St & 400 W,41.067709,-111.973335,,,,,,0
12473,101097,Main St / Hill Field Rd (NB),688 N Main St & 400 W,41.070887,-111.976701,,,,,,1
12474,101096,Marshall Way / Hillfield Rd (SB),617 N Marshall Way & Hillfield Rd,41.068917,-111.992117,,,,,,0
12475,101098,Main St / Gordon Ln (NB),1040 N Main St & Gordon Ave,41.074881,-111.980931,,,,,,1
12476,101099,Main St / 1100 N (NB),1164 N Main St & 1000 N,41.076923,-111.983563,,,,,,1
12477,101100,Main St / 1400 N (NB),1380 N Main St & Gordon Ave,41.080108,-111.988855,,,,,,0
12478,101101,Main St / Reid Ave (NB),1538 N Main St & Gordon Ave,41.082084,-111.992116,,,,,,0
12479,101102,Main St / 1600 N (NB),1580 N Main St & Gordon Ave,41.083653,-111.994694,,,,,,0
12481,101104,Main St / Antelope Dr (NB),1986 N Main St & Antelope Dr,41.088404,-112.000156,,,,,,0
12483,633090,State St / 1000 E (NB),1299 S State St & 1000 E,41.094551,-112.006271,,,,,,0
12504,109052,500 S / Larsen Dr (WB),535 E 500 S & 625 E,40.884355,-111.869432,,,,,,0
12514,628159,Main St / 2500 N (SB),2465 N Main St & 6000 S,41.150621,-112.026192,,,,,,1
12515,628160,Main St / 2400 N (SB),2331 N Main St & 2300 S,41.148091,-112.026253,,,,,,1
12516,628161,Main St / 2000 N (SB),2001 N Main St & 2000 N,41.142448,-112.026194,,,,,,0
12518,633105,Main St / 1300 N (SB) (Sunset),1299 N MAIN ST & 1300 N,41.132192,-112.026215,,,,,,1
12520,633108,Main St / 650 N (SB),589 N MainSt,41.122288,-112.026116,,,,,,1
12522,633016,Main St / 300 N (SB),291 N MAIN ST & 300 N,41.117614,-112.026211,,,,,,1
12527,633119,State St / 900 S (SB),944 S State St & 1000 S,41.100073,-112.012117,,,,,,0
12533,101050,Main St / Antelope Dr (SB),1969 N Main St & Antelope Ave,41.088094,-112.000243,,,,,,1
12534,101051,Main St / Camelot Dr (SB),1711 N Main St & Camelot Way,41.085605,-111.997711,,,,,,0
12535,101052,Main St / 1600 N (SB),1585 N Main St,41.083487,-111.994784,,,,,,0
12537,101054,Main St / 1450 N (SB),1465 N Main St & 1600 N,41.081005,-111.990767,,,,,,0
12538,101119,Main St /1250 N (SB) (Layton),1255 N Main St & A St,41.078387,-111.986435,,,,,,0
12539,101057,Main St / 1100 N (SB) (Layton),1145 N Main St & 1000 N,41.076528,-111.98347,,,,,,1
12540,101120,1200 W / 1200 N (SB),1257 N 1200 W & 1200 N,41.078256,-111.987941,,,,,,0
12541,101058,Marshall Way / Sugar St (EB),1158 W Marshall Way & Sugar St,41.064382,-111.987612,,,,,,0
12542,101059,Marshall Way / 450 N (SB),407 N Marshall Way & 450 N,41.066315,-111.990316,,,,,,0
12543,101060,Main St / 550 N (SB),515 N Main St & Hill Field Rd,41.067997,-111.974065,,,,,,1
12544,101061,Main St / 300 N (SB),301 N Main St & Hill Field Rd,41.064554,-111.970451,,,,,,1
12545,101062,Main St / Church St (SB),145 N Main St & Church Dr,41.062575,-111.968586,,,,,,0
12546,101063,Gentile St / Main St (EB),70 E Gentile St & Main St,41.060106,-111.964126,,,,,,1
12547,101064,Layton Pkwy / Angel St (WB),1150 W Layton Pkwy & Angel St,41.048482,-111.987094,,,,,,0
12548,101066,Fort Ln / Elm St (SB),180 S Fort Ln & 100 S,41.057308,-111.957788,,,,,,1
12549,101067,Layton Pkwy / 100 W (WB),150 W Layton Pkwy & 100 W,41.054141,-111.968531,,,,,,0
12550,101121,Fort Ln / Knowlton St (SB),410 S Fort Ln & 550 S,41.053743,-111.957826,,,,,,0
12551,101069,Main St / Rosewood Ln (SB),736 S Main St & Rosewood Dr,41.049586,-111.957311,,,,,,0
12552,101071,Main St / Clearwater Dr (SB),836 S Main St & Rosewood Dr,41.047447,-111.954837,,,,,,0
12558,101076,Main St / 300 W (EB),375 N Main St & 300 W,41.040897,-111.943683,,,,,,0
12559,101122,Main St / 300 N (SB),315 N Main St & 320 N,41.040102,-111.941142,,,,,,1
12562,102062,500 E / Davis Tech Dr (SB),422 S 500 E & DATC Dr,41.027096,-111.927596,,,,,,0
12563,104038,Main St / 200 S (SB),220 S Main St & Belmont Ave,41.030803,-111.935785,,,,,,0
12564,104039,Main St / 350 S (SB),360 S Main St & 370 S,41.029487,-111.934276,,,,,,1
12566,104041,Main St / Calder Ln (SB),658 S Main St & E 650 S,41.023705,-111.927547,,,,,,1
12567,104042,Main St / Burton Ln / Nicholls Rd (,S Main St,41.022233,-111.925844,,,,,,1
12568,104061,Main St / Woodland Valley Dr (SB),940 S Main St & Woodland Valley Dr,41.019464,-111.92241,,,,,,1
12570,104044,Main St / Haight Creek Dr (SB),1180 S Main St & Haight Creek Dr,41.015827,-111.917955,,,,,,1
12571,104058,Main St / Rigby Rd (SB),1213 S Main St,41.014692,-111.916339,,,,,,0
12573,109113,Main St / 100 N (SB),167 N Main St,40.918761,-111.879113,,,,,,0
12574,109114,Main St / Centerville Center St (SB,26 S Main St & 50 S,40.916911,-111.879089,,,,,,0
12575,109115,Main St / 200 S (SB),198 S Main St & 200 S,40.915405,-111.879119,,,,,,0
12576,109116,Main St / Porter Ln (SB) (Centervil,402 S Main St & 400 S,40.912826,-111.879132,,,,,,0
12577,109230,Main St / 550 S (SB),560 S Main St & 550 S,40.910936,-111.879138,,,,,,0
12578,109117,Main St / 850 S (SB) (Centerville),876 S Main St & 850 S,40.907929,-111.879127,,,,,,0
12579,109119,Main St / Pages Ln (SB) (Bountiful),1050 N Main St & 1600 N,40.906057,-111.879131,,,,,,0
12580,109118,Main St / 1200 S (SB) (Bountiful),1469 N Main St & 1350 N,40.904164,-111.879087,,,,,,1
12582,109121,Main St / 1100 N (SB),1133 N Main St,40.900974,-111.87908,,,,,,0
12584,109123,Main St / 800 N (SB),801 N Main St & 800 N,40.897922,-111.879047,,,,,,0
12585,109124,Main St / 550 N (SB),523 N Main St & 800 N,40.895268,-111.879135,,,,,,0
12586,109125,Main St / 300 N (SB),301 N Main St & 300 N,40.892623,-111.880823,,,,,,1
12587,109127,Main St / 300 S (SB),298 S Main St & 300 S,40.886481,-111.880791,,,,,,1
12588,109128,Main St / 500 S (SB) (Bountiful),518 S Main St & W 500 S,40.883902,-111.880786,,,,,,1
12589,109129,Main St / 700 S (SB),620 S Main St & 500 S,40.882142,-111.880796,,,,,,1
12590,109130,Main St / 800 S (SB),846 S Main St & 500 S,40.880533,-111.881084,,,,,,0
12591,109131,Main St / 1000 S (SB),960 S Main St & 900 S,40.879442,-111.881985,,,,,,0
12592,109132,Main St / 1200 S (SB) (Bountiful),1240 S Main St & 1200 S,40.877295,-111.883721,,,,,,0
12593,109133,Main St / 1400 S (SB),1398 S Main St & 1400 S,40.876137,-111.884696,,,,,,0
12595,112007,Main St / 1600 S (SB),1548 S Main St & 1500 S,40.873998,-111.886428,,,,,,0
12597,112009,Main St / 1800 S (SB),1820 S Main St & 1800 S,40.870793,-111.889025,,,,,,0
12599,112011,Main St / 2000 S (SB),2024 S Main St & 1800 S,40.868681,-111.890736,,,,,,0
12600,112012,Main St / 2050 S (SB),2136 S Main St & 1800 S,40.867765,-111.891515,,,,,,0
12601,112013,500 W / 2350 S (SB),2348 S 500 W & 1800 S,40.864727,-111.892344,,,,,,0
12605,104064,500 E / 100 S (NB),86 S 500 E & 100 S,41.03335,-111.927142,,,,,,0
12609,104003,Mountain Rd / Green Rd (SB),178 S Mountain Rd & Green Rd,41.032189,-111.902436,,,,,,0
12610,104067,Mountain Rd / Nicholls Rd (SB),498 S Mountain Rd & 1150 N,41.027546,-111.901424,,,,,,1
12619,118116,6th Ave / F St (EB),426 E 6Th Ave & F St,40.776181,-111.876521,,,,,,1
12629,118141,South Temple / 900 E / M St (EB),908 E South Temple & 900 E,40.769296,-111.864808,,,,,,1
12631,118143,South Temple / 1100 E / Q St (EB),1066 E South Temple & 1100 E,40.769288,-111.860091,,,,,,1
12633,118145,South Temple / 1300 E / T St (EB),1274 E South Temple & South Temple,40.769284,-111.854367,,,,,,1
12634,118147,South Temple / 1300 E / T St (WB),1251 E South Temple & T St,40.769412,-111.854897,,,,,,1
12636,118148,South Temple / 1100 E / Q St (WB),1107 E South Temple & Q St,40.769448,-111.859328,,,,,,1
12637,118149,South Temple / 900 E / N St (WB),919 E South Temple & 900 E,40.769399,-111.864603,,,,,,1
12652,118024,3rd Ave / G St (EB),488 E 3rd Ave & G St,40.772799,-111.874757,,,,,,0
12653,118025,3rd Ave / I St (EB),580 E 3rd Ave & I St,40.772784,-111.871955,,,,,,0
12654,118026,3rd Ave / K St (EB),686 E 3rd Ave & K St,40.772791,-111.868879,,,,,,0
12655,118179,3rd Ave / M St (EB),788 E 3rd Ave & M St,40.772777,-111.865841,,,,,,0
12656,118028,3rd Ave / N St (EB),848 E 3rd Ave & N St,40.772782,-111.864388,,,,,,0
12657,118029,3rd Ave / P St (EB),948 E 3rd Ave & P St,40.772772,-111.861296,,,,,,0
12658,118030,3rd Ave / R St (EB),1048 E 3rd Ave & R St,40.772785,-111.858301,,,,,,0
12659,118031,3rd Ave / T St (EB),1136 E 3rd Ave & T St,40.772782,-111.855361,,,,,,0
12660,118180,3rd Ave / Virginia St (EB),1232 E 3rd Ave & Virginia St,40.772767,-111.852575,,,,,,0
12662,127027,Komas Dr / Wakara Way (SB),542 S Komas Dr & Wakara Way,40.756122,-111.830904,,,,,,0
12663,127028,Komas Dr / Blackhawk Way (SB),650 S Komas Dr & Wakara Way,40.755031,-111.829258,,,,,,0
12665,127029,Arapeen Dr / Komas Dr (SB),720 S Arapeen Dr & Komas Dr,40.753683,-111.826774,,,,,,0
12666,127030,University Village East (SB),750 S Arapeen Dr & Sunnyside Ave,40.752297,-111.826781,,,,,,0
12668,111003,Orchard Dr / 75 N (NB) (N. Salt Lak,85 N Orchard Dr & Center St,40.842914,-111.903963,,,,,,0
12670,111005,Orchard Dr / Sider Dr (NB),156 N Orchard Dr & Sider Dr,40.844709,-111.901765,,,,,,0
12671,111006,Orchard Dr / Oakleaf Ln (NB),228 N Orchard Dr & 725 W,40.846485,-111.899569,,,,,,0
12673,111009,Orchard Dr / Eaglewood Dr (NB) (N.,370 N Orchard Dr & Eaglewood Dr,40.848839,-111.897192,,,,,,0
12674,111010,Orchard Dr / 3600 S (NB),3555 S ORCHARD DR & 3600 S,40.850962,-111.896019,,,,,,0
12677,112102,Orchard Dr / 500 W (NB),3009 S Orchard Dr & 500 W,40.856385,-111.891841,,,,,,0
12682,112107,Orchard Dr / North Canyon Rd (NB),2461 S Orchard Dr & 2550 S,40.863138,-111.880937,,,,,,0
12683,112108,Orchard Dr / Orchard Pines Loop (NB,2147 S Orchard Dr & 2200 S,40.866828,-111.87865,,,,,,0
12686,112086,Orchard Dr / 1800 S (NB),1785 S Orchard Dr & 1800 S,40.871587,-111.876355,,,,,,0
12687,109220,Orchard Dr / 1500 S (NB),1485 S Orchard Dr & 1400 S,40.875071,-111.874819,,,,,,0
12688,109211,Orchard Dr / 1100 S (NB),1085 S Orchard Dr & Millcreek Dr,40.878747,-111.873238,,,,,,0
12690,109213,Orchard Dr / Lee St (NB),655 S Orchard Dr & 500 S,40.882305,-111.872325,,,,,,0
12691,109214,Orchard Dr / 500 S (NB),505 S Orchard Dr & 500 S,40.884125,-111.872271,,,,,,0
12693,109028,400 E / Center St (NB),55 S 400 E & Center St,40.889375,-111.872278,,,,,,0
12694,109022,400 E / Center St (SB),56 S 400 E & Center St,40.889047,-111.872456,,,,,,0
12697,109232,Orchard Dr / 500 S (SB),530 S Orchard Dr & 500 S,40.883951,-111.872461,,,,,,0
12698,109216,Orchard Dr / Lee St (SB),650 S Orchard Dr & Mill St,40.882514,-111.872477,,,,,,0
12699,109218,Orchard Dr / 1100 S (SB),1090 S Orchard Dr & 1100 S,40.878491,-111.873523,,,,,,0
12700,109221,Orchard Dr / 1500 S (SB),1470 S Orchard Dr & 1500 S,40.875156,-111.874989,,,,,,0
12701,112088,Orchard Dr / 1650 S (SB),1646 S Orchard Dr & 1650 S,40.872736,-111.876061,,,,,,0
12702,112089,Orchard Dr / 1800 S (SB),1812 S Orchard Dr & 1800 S,40.870872,-111.876875,,,,,,0
12703,109217,Orchard Dr / Mill St (SB),900 S Orchard Dr & Mill St,40.880381,-111.873032,,,,,,0
12705,112091,Orchard Dr / Orchard Pines Loop (SB,2112 Ochard Drive,40.867333,-111.878569,,,,,,0
12706,112092,Orchard Dr / Orchard Pl (SB),2260 S Orchard Dr & 2250 S,40.865228,-111.879761,,,,,,0
12715,117197,Beck St / 900 N (NB),870 N 300 W & 400 W,40.788855,-111.900128,,,,,,1
12716,117206,Beck St / 1000 N (NB),1000 N Beck St & 400 W,40.792051,-111.902015,,,,,,0
12720,117078,US-89 / North Salt Lake Center St (,15 S Us Hwy 89 & Main St,40.841496,-111.910192,,,,,,1
12721,109029,400 E / 300 N (NB),296 N 400 E & 250 N,40.892434,-111.872274,,,,,,0
12722,109030,400 E / 400 N (NB),426 N 400 E & 400 N,40.894389,-111.872292,,,,,,0
12724,109032,400 E / 775 N (NB),770 N 400 E & 775 N,40.897269,-111.872294,,,,,,0
12726,109034,400 E / Maplewood Dr (NB),1030 N 400 E & 1050 N,40.899821,-111.872299,,,,,,0
12728,109036,400 E / 1300 N (NB),1340 N 400 E & 1350 N,40.903148,-111.872302,,,,,,1
12729,109037,400 E / 1400 N (NB),1440 N 400 E & 1450 N,40.904661,-111.872306,,,,,,1
12730,109038,400 E / Pages Ln (NB),1490 N 400 E & Pages Ln,40.906378,-111.872311,,,,,,0
12732,109041,400 E / 700 S (NB),715 S 400 E & 700 S,40.909466,-111.872294,,,,,,0
12734,107057,200 E / Continental Dr (NB),551 S 200 E & 550 S,40.970869,-111.883223,,,,,,0
12735,107058,200 E / Woodland Dr (NB),461 S 200 E & 500 S,40.972763,-111.883195,,,,,,0
12736,107059,200 E / Oak Ln (NB),355 S 200 E & Oak Ln,40.974379,-111.883169,,,,,,0
12737,107060,200 E / 300 S (NB),221 S 200 E & 450 S,40.976012,-111.883202,,,,,,0
12738,107061,200 E / 200 S (NB),185 S 200 E & 200 S,40.977513,-111.883191,,,,,,0
12739,107062,200 E / 100 S (NB),111 S 200 E & 100 S,40.978641,-111.883303,,,,,,1
12740,105006,Main St / 100 N (NB),110 N Main St & 100 N,40.982364,-111.887449,,,,,,1
12742,105008,Main St / 300 N (NB),290 N Main St & 300 N,40.985221,-111.887423,,,,,,1
12744,105010,Main St / 500 N (NB),498 N Main St & 500 N,40.988477,-111.887427,,,,,,0
12745,105011,Main St / 90 W (WB),108 W 600 N & 200 W,40.990285,-111.889734,,,,,,0
12747,104022,Main St / 900 N (NB),904 N Main St & 675 N,40.995437,-111.896343,,,,,,0
12748,104023,Main St / 1050 N (NB),1060 N Main St & 675 N,40.998376,-111.898217,,,,,,0
12754,104014,Main St / Shepard Ln (SB),1217 N Main St & Shepard Ln,41.000447,-111.900191,,,,,,0
12755,104015,Main St / 1050 N (SB),1029 N Main St & Shepard Ln,40.998195,-111.898252,,,,,,0
12756,107010,200 E / 1110 S (SB),1110 S 200 E & 830 S,40.962339,-111.883409,,,,,,0
12757,107011,200 E / 1235 S (SB),1270 S 200 E & 830 S,40.959726,-111.883401,,,,,,0
12758,107012,200 E 1340 S (SB),1396 S 200 E,40.957065,-111.883449,,,,,,0
12759,107013,200 E / 1470 S (SB) (Farmington),1612 S 200 E & 1600 S,40.954169,-111.883439,,,,,,0
12761,107014,Main St / 2150 N (SB) (Centerville),2281 N Main St & Lund Ln,40.951823,-111.883343,,,,,,1
12763,107016,Main St / 1950 N (SB),1951 N Main St & 1950 N,40.946206,-111.881469,,,,,,0
12764,107017,Main St / 1750 N (SB),1821 N Main St & 1750 S,40.943763,-111.880691,,,,,,0
12765,107018,Main St / Jennings Ln (SB),1705 N Main St & 1700 N,40.942332,-111.880337,,,,,,0
12766,107019,Main St / Ricks Creek Way (SB),1595 N MAIN ST & 1600 N,40.940052,-111.879881,,,,,,1
12767,107021,Main St / 1450 N (SB),1455 N Main St & Sunset View Dr,40.937295,-111.879275,,,,,,1
12769,107023,Main St / Casa Loma Dr (SB),1301 N Main St & 1300 N,40.933481,-111.879027,,,,,,0
12770,107024,Main St / Barnard St (SB) (Centervi,1111 N MAIN ST & 1100 N,40.930697,-111.879044,,,,,,1
12773,107027,Chase Ln / 400 E (EB),390 E Chase Ln & 400 E,40.929067,-111.874384,,,,,,0
12775,109233,400 E / Linda Loma Dr (SB),701 N 400 E & Linda Loma Dr,40.925755,-111.872666,,,,,,0
12776,109002,400 E / London Rd (SB),585 N 400 E & London Rd,40.923892,-111.872351,,,,,,0
12777,109004,400 E / Fairview Rd (SB),255 N 400 E & 300 N,40.919597,-111.872384,,,,,,1
12779,109006,400 E / 100 S (SB),90 S 400 E & 100 S,40.916391,-111.872428,,,,,,0
12781,109008,400 E / Porters Ln (SB),390 S 400 E & 400 S,40.913209,-111.872451,,,,,,0
12783,109010,400 E / 700 S (SB),710 S 400 E & 700 S,40.909425,-111.872482,,,,,,0
12784,109011,400 E / Elbert Ave (SB),910 S 400 E & Pages Ln,40.907294,-111.872471,,,,,,0
12785,109012,400 E / Pages Ln (SB),1565 N 400 E & Pages Ln,40.905951,-111.872481,,,,,,1
12786,109013,400 E / 1400 N (SB),1405 N 400 E & 1400 N,40.904401,-111.872487,,,,,,1
12787,109014,400 E / 1300 N (SB),1305 N 400 E & 1300 N,40.902877,-111.872489,,,,,,1
12789,109016,400 E / Maplewood Dr (SB),1057 N 400 E & 1050 N,40.899851,-111.872488,,,,,,1
12791,109018,400 E / 775 N (SB),675 N 400 E & 775 N,40.897051,-111.872478,,,,,,0
12794,109021,400 E / 150 N (SB),155 N 400 E & 150 N,40.891271,-111.872471,,,,,,0
12795,112093,Orchard Dr / North Canyon Rd (SB),2550 S Orchard Dr & 2550 S,40.862459,-111.882103,,,,,,0
12797,112039,Orchard Dr / 500 W (SB),3010 S Orchard Dr & 500 W,40.856503,-111.891989,,,,,,0
12798,111034,Orchard Dr / 3100 S (SB),3110 S Orchard Dr & 3100 S,40.855519,-111.893067,,,,,,0
12800,104016,Main St / 900 N (SB),903 N Main St & Shepard Ln,40.995434,-111.896488,,,,,,0
12802,104018,Main St / Park Ln (SB),675 N Main St & 200 W,40.990979,-111.893411,,,,,,0
12804,105001,Main St / 500 N (SB),479 N Main St & 500 N,40.988385,-111.887589,,,,,,0
12806,105003,Main St / 300 N (SB),305 N Main St & 300 N,40.985545,-111.887616,,,,,,1
12808,105005,Main St / 100 N (SB),109 N Main St & 100 N,40.982292,-111.887611,,,,,,1
12810,107003,200 E / 200 S (SB),190 S 200 E & 200 S,40.977309,-111.883334,,,,,,1
12811,107004,200 E / Oak Ln (SB),350 S 200 E & 350 S,40.974438,-111.883367,,,,,,0
12812,107005,200 E / Woodland Dr (SB),482 S 200 E & E 500 S,40.972677,-111.883405,,,,,,1
12813,107006,200 E / Continental Dr (SB),548 S 200 E & 550 S,40.971163,-111.883388,,,,,,1
12814,107007,200 E / 700 S (SB),690 S 200 E & 700 S,40.969274,-111.883432,,,,,,0
12817,109043,400 E / 550 S (NB),551 S 400 E & 600 S,40.911042,-111.872284,,,,,,0
12819,109045,400 E / 100 S (NB),105 S 400 E & 100 S,40.916109,-111.872224,,,,,,0
12820,109046,400 E / 100 N (NB),120 N 400 E & 100 S,40.918378,-111.872208,,,,,,0
12821,109047,400 E / Fairview Rd (NB),210 N 400 E & 100 S,40.919609,-111.872187,,,,,,0
12822,109048,400 E / Parrish Ln (NB),390 N 400 E & 400 N,40.921151,-111.872176,,,,,,0
12823,109049,400 E / London Rd (NB),620 N 400 E & 625 E,40.924137,-111.872236,,,,,,0
12824,109050,400 E / Linda Loma Dr (NB),738 N 400 E & 625 E,40.926162,-111.872674,,,,,,0
12825,107028,400 E / Chase Ln (NB),990 N 400 E & 400 E,40.928961,-111.873989,,,,,,0
12826,107029,Chase Ln / Wilmar Pl (WB),230 E Chase Ln & 400 E,40.929161,-111.875811,,,,,,0
